Order_ID,Customer_ID,Shipment_ID,Customer_rating,Cost_of_the_Product,Discount_offered,Weight_in_gms,Reached_on_Time_Y_N
5179,1013,S526,5,254,3,4072,0
5180,1008,S618,5,222,8,4950,0
5181,1005,S572,4,148,5,4892,0
5182,1010,S563,3,194,3,5916,1
5183,1006,S660,1,177,7,5599,1
5184,1000,S599,2,150,6,5854,1
5185,1037,S619,2,111,4,4245,1
5186,1005,S565,4,172,3,5064,1
5187,1013,S568,5,234,3,5438,0
5188,1025,S667,5,257,10,5180,1
5189,1018,S635,1,221,3,5005,1
5190,1049,S659,1,171,8,4699,0
5191,1012,S566,4,231,4,5825,0
5192,1021,S659,5,187,9,5326,0
5193,1009,S630,4,233,8,5076,1
5194,1022,S563,4,268,3,4834,0
5195,1000,S558,2,262,9,4941,0
5196,1074,S559,4,284,8,4562,1
5197,1011,S636,3,259,5,4664,0
5198,1072,S567,1,221,10,5473,0
5199,1021,S728,5,271,6,4547,1
5200,1005,S601,4,249,2,4397,1
5201,1008,S664,5,259,5,4315,0
5202,1018,S625,1,176,5,5316,1
5203,1018,S500,1,139,6,4942,1
5204,1005,S505,4,243,8,4959,0
5205,1019,S670,2,248,5,5946,0
5206,1008,S587,5,247,4,5891,1
5207,1075,S699,5,230,10,5619,1
5208,1010,S650,3,134,8,5016,0
5209,1004,S500,1,184,8,4667,0
5210,1008,S509,5,263,6,5445,0
5211,1050,S678,4,121,4,4814,0
5212,1019,S503,2,160,3,5807,0
5213,1002,S623,2,229,3,5340,0
5214,1003,S723,3,306,4,1739,1
5215,1002,S686,2,291,8,1019,0
5216,1026,S697,4,292,10,1321,1
5217,1047,S687,2,293,2,1494,0
5218,1034,S715,4,275,9,1585,0
5219,1003,S669,3,274,2,1833,1
5220,1021,S725,5,310,5,1975,0
5221,1033,S686,3,292,10,1270,0
5222,1027,S697,5,256,10,1686,0
5223,1013,S512,5,234,5,5213,0
5224,1017,S524,1,257,1,4924,0
5225,1018,S642,1,221,1,4948,0
5226,1049,S514,1,171,2,5921,1
5227,1006,S591,1,231,1,5917,1
5228,1015,S514,1,187,8,5164,0
5229,1018,S532,1,233,10,5289,0
5230,1046,S528,2,268,2,4348,0
5231,1010,S539,3,262,9,4404,1
5232,1074,S522,4,284,5,5479,0
5233,1011,S526,3,259,4,4259,0
5234,1066,S544,5,221,7,5743,1
5235,1025,S589,5,271,10,4305,1
5236,1000,S627,2,249,8,5000,1
5237,1008,S554,5,259,1,4608,0
5238,1004,S522,1,176,7,4276,0
5239,1004,S591,1,139,1,5502,1
5240,1004,S544,1,243,2,5827,1
5241,1010,S545,3,248,10,5567,1
5242,1009,S590,4,247,6,4873,0
5243,1066,S542,5,230,3,5391,0
5244,1008,S551,5,134,5,5783,1
5245,1019,S591,2,184,10,4931,0
5246,1009,S516,4,263,10,4680,0
5247,1023,S589,2,121,4,5833,0
5248,1004,S518,1,160,4,5132,0
5249,1015,S529,1,229,2,5378,1
5250,1021,S658,5,306,2,1281,0
5251,1020,S588,2,291,7,1046,0
5252,1034,S682,4,292,9,1056,1
5253,1044,S548,5,293,1,1278,0
5254,1034,S681,4,275,10,1266,1
5255,1003,S613,3,274,10,1174,0
5256,1002,S655,2,310,4,1806,0
5257,1021,S588,5,292,10,1969,1
5258,1015,S682,1,275,5,1228,0
5259,1003,S726,3,310,8,1860,1
5260,1025,S657,5,281,8,1987,1
5261,1025,S613,5,256,5,1033,1
5262,1026,S682,4,304,2,1749,0
5263,1034,S643,4,285,6,1582,0
5264,1060,S655,4,283,6,1882,1
5265,1015,S548,1,304,4,1236,1
5266,1003,S552,3,282,3,1661,0
5267,1047,S644,2,304,6,1178,1
5268,1047,S672,2,301,3,1844,1
5269,1020,S722,2,296,6,1005,1
5270,1034,S682,4,264,1,1660,1
5271,1026,S548,4,306,6,1461,0
5272,1026,S721,4,243,6,1362,1
5273,1002,S613,2,286,9,1418,0
5274,1002,S672,2,247,1,1668,0
5275,1027,S722,5,292,5,1932,1
5276,1037,S672,2,281,9,1715,1
5277,1025,S548,5,294,4,1302,0
5278,1015,S535,1,279,3,1499,0
5279,1034,S644,4,298,9,1629,0
5280,1033,S682,3,248,6,1997,1
5281,1021,S588,5,261,3,1217,1
5282,1032,S525,2,136,3,1370,0
5283,1069,S645,3,259,1,1271,0
5284,1026,S552,4,292,7,1094,1
5285,1026,S729,4,305,6,1873,0
5286,1020,S682,2,304,9,1392,0
5287,1001,S543,5,218,4,5142,0
5288,1018,S516,1,268,6,4681,1
5289,1036,S595,3,110,3,4124,0
5290,1005,S533,4,248,1,5198,0
5291,1031,S529,3,194,4,5780,1
5292,1012,S525,4,151,10,5643,1
5293,1032,S543,2,205,6,4853,0
5294,1006,S540,1,275,5,4163,1
5295,1031,S545,3,229,10,5149,0
5296,1005,S590,4,169,4,5716,0
5297,1049,S553,1,137,8,4980,1
5298,1000,S544,2,263,3,4181,0
5299,1005,S611,4,187,1,4181,0
5300,1003,S592,3,287,6,5889,0
5301,1012,S547,4,134,5,5230,0
5302,1005,S524,4,244,3,4015,0
5303,1014,S529,3,229,8,5868,0
5304,1035,S514,1,203,2,4845,0
5305,1016,S521,5,183,8,4422,0
5306,1032,S516,2,146,4,4348,1
5307,1009,S547,4,252,1,5676,1
5308,1013,S518,5,133,7,4314,0
5309,1010,S553,3,207,7,4816,1
5310,1009,S544,4,243,8,5705,1
5311,1017,S555,1,219,7,5573,1
5312,1006,S522,1,182,3,5510,1
5313,1008,S545,5,257,5,5084,0
5314,1002,S528,2,256,4,5469,0
5315,1021,S642,5,181,1,4971,1
5316,1018,S544,1,219,6,4893,1
5317,1031,S566,3,227,3,4375,0
5318,1016,S561,5,232,8,5146,0
5319,1034,S676,4,143,4,4401,0
5320,1011,S704,3,274,7,5517,0
5321,1005,S558,4,186,2,4430,0
5322,1009,S559,4,273,3,5163,1
5323,1010,S619,3,199,7,5258,1
5324,1005,S618,4,238,5,4724,1
5325,1011,S572,3,175,4,5784,0
5326,1046,S563,2,252,2,5476,0
5327,1018,S718,1,250,5,5621,1
5328,1037,S567,2,254,10,5608,0
5329,1007,S730,4,201,2,5115,0
5330,1004,S665,1,234,9,5548,0
5331,1002,S568,2,164,2,5008,0
5332,1018,S557,1,197,2,4326,0
5333,1003,S647,3,158,7,4460,0
5334,1019,S567,2,158,4,5335,0
5335,1033,S631,3,111,8,4575,0
5336,1011,S565,3,215,2,4731,1
5337,1011,S676,3,233,9,4293,1
5338,1009,S563,4,204,8,5614,0
5339,1001,S662,5,254,10,5718,1
5340,1004,S575,1,162,1,5537,0
5341,1035,S500,1,249,9,4396,0
5342,1000,S625,2,151,7,5154,1
5343,1037,S608,2,243,6,4573,0
5344,1019,S513,2,181,4,5078,0
5345,1014,S623,3,241,4,5942,1
5346,1010,S625,3,175,2,5740,1
5347,1006,S510,1,191,10,5073,0
5348,1013,S511,5,260,10,4919,0
5349,1017,S512,1,263,9,4390,0
5350,1024,S513,1,254,10,4230,1
5351,1048,S639,5,103,2,4860,0
5352,1023,S575,2,254,2,5655,1
5353,1007,S651,4,235,9,5549,0
5354,1011,S509,3,167,1,4621,1
5355,1044,S608,5,140,3,4191,1
5356,1018,S584,1,231,2,4940,0
5357,1026,S662,4,144,8,5760,1
5358,1016,S509,5,183,2,4533,1
5359,1011,S500,3,149,3,5542,0
5360,1007,S509,4,145,8,5645,1
5361,1011,S517,3,223,4,5062,1
5362,1037,S533,2,251,10,4898,1
5363,1019,S529,2,240,9,5170,1
5364,1044,S592,5,226,5,4833,0
5365,1024,S591,1,200,5,5072,1
5366,1005,S612,4,213,4,5996,0
5367,1012,S527,4,166,10,5258,0
5368,1070,S524,2,203,7,5289,0
5369,1007,S536,4,175,9,5643,1
5370,1000,S592,2,197,6,5826,0
5371,1018,S521,1,158,5,5782,0
5372,1032,S592,2,257,7,5325,1
5373,1006,S517,1,183,3,4042,0
5374,1031,S518,3,254,8,4890,1
5375,1006,S536,1,219,10,4390,1
5376,1025,S522,5,271,3,5831,1
5377,1012,S521,4,236,5,5266,0
5378,1017,S551,1,170,6,5258,1
5379,1012,S589,4,203,2,4190,1
5380,1013,S590,5,258,5,4314,1
5381,1016,S539,5,228,4,4783,1
5382,1036,S672,3,251,8,4877,0
5383,1031,S526,3,166,4,4254,1
5384,1008,S522,5,147,4,5042,0
5385,1026,S545,4,248,5,4271,1
5386,1020,S590,2,238,7,5254,0
5387,1007,S529,4,219,7,4604,0
5388,1019,S514,2,226,6,4700,1
5389,1003,S543,3,211,7,4733,0
5390,1005,S514,4,139,6,5721,0
5391,1037,S547,2,137,2,5804,1
5392,1007,S528,4,222,7,4343,0
5393,1014,S519,3,257,1,5331,1
5394,1017,S514,1,186,5,5239,0
5395,1019,S591,2,262,4,5085,0
5396,1010,S592,3,248,5,4781,1
5397,1011,S545,3,245,5,5663,0
5398,1003,S535,3,202,6,5107,0
5399,1071,S529,3,279,2,5405,0
5400,1018,S514,1,263,6,4505,1
5401,1021,S543,5,227,9,4647,0
5402,1003,S551,3,245,8,4129,1
5403,1016,S547,5,142,7,4594,1
5404,1011,S524,3,192,6,4037,1
5405,1003,S529,3,190,4,4102,1
5406,1002,S540,2,146,4,5817,0
5407,1031,S521,3,161,3,4391,1
5408,1011,S522,3,192,1,4180,1
5409,1018,S527,1,267,5,5528,0
5410,1021,S524,5,186,9,5592,1
5411,1023,S529,2,149,8,4209,0
5412,1009,S592,4,246,2,5473,1
5413,1020,S543,2,177,3,5527,0
5414,1016,S592,5,199,8,4463,0
5415,1000,S545,2,247,3,4698,1
5416,1008,S528,5,157,2,4343,1
5417,1004,S536,1,202,9,4322,0
5418,1019,S592,2,150,6,5787,1
5419,1016,S611,5,209,3,4348,0
5420,1010,S525,3,223,6,5977,0
5421,1011,S527,3,234,8,4839,1
5422,1004,S552,1,147,5,4012,0
5423,1027,S644,5,201,3,5771,0
5424,1031,S525,3,134,10,5279,1
5425,1015,S591,1,229,3,4352,1
5426,1026,S592,4,200,3,5583,1
5427,1009,S538,4,239,4,4756,0
5428,1065,S524,4,237,2,4541,0
5429,1023,S554,2,121,10,4790,0
5430,1009,S544,4,156,6,5255,1
5431,1033,S611,3,195,9,5577,0
5432,1009,S520,4,261,9,5515,0
5433,1024,S663,1,255,9,5936,1
5434,1021,S590,5,212,9,5791,0
5435,1005,S539,4,241,8,5206,1
5436,1008,S516,5,266,4,5928,1
5437,1001,S591,5,253,8,5652,0
5438,1011,S516,3,192,10,5190,0
5439,1034,S547,4,263,7,4041,1
5440,1048,S528,5,198,6,5380,0
5441,1024,S642,1,225,6,5274,1
5442,1006,S544,1,209,3,4184,0
5443,1009,S526,4,222,3,4068,0
5444,1004,S544,1,162,7,5971,0
5445,1024,S545,1,217,6,5518,0
5446,1021,S590,5,252,7,5328,1
5447,1004,S539,1,236,4,4248,0
5448,1005,S516,4,113,1,5610,1
5449,1022,S588,4,157,9,5354,1
5450,1033,S525,3,169,4,5683,0
5451,1011,S545,3,268,9,4152,1
5452,1053,S528,4,259,7,4408,0
5453,1055,S536,2,135,5,4716,0
5454,1035,S617,1,196,7,5380,0
5455,1016,S606,5,132,1,4233,0
5456,1016,S567,5,256,9,5750,0
5457,1067,S556,5,240,9,4436,1
5458,1041,S604,3,225,7,4009,1
5459,1000,S570,2,205,3,5182,0
5460,1005,S617,4,146,10,5805,0
5461,1033,S731,3,281,4,1480,0
5462,1026,S648,4,256,2,1752,1
5463,1002,S708,2,304,2,1256,1
5464,1034,S701,4,285,9,1180,0
5465,1027,S732,5,283,8,1578,0
5466,1034,S648,4,304,6,1890,1
5467,1017,S629,1,282,4,1716,0
5468,1069,S700,3,304,6,1184,0
5469,1027,S676,5,301,3,1628,0
5470,1015,S733,1,296,10,1230,1
5471,1025,S718,5,264,1,1039,1
5472,1034,S648,4,306,9,1595,0
5473,1018,S566,1,241,4,4493,1
5474,1013,S618,5,266,8,4889,0
5475,1012,S568,4,253,6,5892,0
5476,1000,S584,2,192,3,4922,0
5477,1021,S623,5,263,7,4243,1
5478,1065,S509,4,198,9,5730,1
5479,1007,S705,4,225,5,5997,0
5480,1032,S505,2,209,6,5095,1
5481,1004,S576,1,222,8,4650,1
5482,1013,S503,5,162,1,4480,0
5483,1007,S639,4,217,4,4380,1
5484,1026,S625,4,252,10,5495,0
5485,1013,S500,5,236,8,4132,0
5486,1008,S509,5,113,10,4053,1
5487,1028,S687,1,157,1,4631,1
5488,1021,S579,5,169,2,4188,0
5489,1013,S639,5,268,2,4459,1
5490,1038,S509,1,259,4,5102,0
5491,1061,S510,2,135,8,4901,0
5492,1050,S501,4,196,6,4258,0
5493,1001,S678,5,132,6,4392,0
5494,1016,S503,5,256,4,5368,1
5495,1058,S585,2,240,9,4908,0
5496,1061,S710,2,225,9,4947,1
5497,1000,S574,2,205,2,4270,0
5498,1009,S592,4,146,10,4472,1
5499,1003,S628,3,281,1,1215,1
5500,1026,S681,4,256,9,1676,0
5501,1034,S613,4,304,7,1226,1
5502,1002,S672,2,285,6,1016,1
5503,1023,S722,2,283,10,1722,1
5504,1021,S682,5,304,6,1864,1
5505,1002,S645,2,282,8,1553,0
5506,1069,S552,3,304,10,1254,1
5507,1044,S644,5,301,7,1209,1
5508,1017,S655,1,296,4,1446,0
5509,1021,S588,5,264,4,1822,1
5510,1034,S682,4,304,6,1342,0
5511,1002,S548,2,305,8,1015,0
5512,1002,S681,2,309,7,1941,0
5513,1021,S644,5,266,6,1312,1
5514,1017,S592,1,233,2,1809,0
5515,1003,S611,3,287,2,1437,0
5516,1025,S682,5,268,10,1170,0
5517,1002,S645,2,290,2,1070,1
5518,1034,S734,4,291,4,1248,1
5519,1036,S554,3,227,2,1965,0
5520,1001,S522,5,222,9,1321,0
5521,1021,S643,5,301,2,1943,0
5522,1020,S672,2,304,10,1983,1
5523,1019,S538,2,133,2,1212,1
5524,1049,S533,1,218,5,1238,0
5525,1044,S534,5,304,8,1949,1
5526,1017,S672,1,260,9,1698,1
5527,1021,S588,5,252,9,1460,0
5528,1047,S592,2,253,5,1812,0
5529,1026,S548,4,248,6,1851,0
5530,1069,S524,3,237,4,1733,1
5531,1069,S554,3,264,5,1399,0
5532,1017,S672,1,308,1,1216,1
5533,1033,S727,3,270,10,1211,0
5534,1033,S672,3,269,6,1822,1
5535,1015,S548,1,271,9,1302,0
5536,1049,S721,1,244,3,1418,1
5537,1020,S613,2,245,8,1904,0
5538,1060,S525,4,219,5,1388,1
5539,1020,S588,2,257,4,1929,1
5540,1010,S522,3,226,4,5048,0
5541,1007,S538,4,200,5,5783,0
5542,1007,S533,4,260,3,5801,0
5543,1012,S536,4,142,7,5346,0
5544,1036,S514,3,193,3,5888,0
5545,1019,S537,2,180,1,4655,1
5546,1011,S516,3,232,8,5298,1
5547,1037,S527,2,148,1,4133,1
5548,1003,S535,3,205,9,4277,0
5549,1005,S536,4,212,3,4811,0
5550,1007,S544,4,168,9,5235,1
5551,1016,S543,5,145,2,4232,1
5552,1013,S544,5,253,9,5979,1
5553,1016,S527,5,143,6,4253,0
5554,1047,S533,2,267,9,4720,1
5555,1035,S644,1,123,5,5323,1
5556,1049,S514,1,106,4,4180,0
5557,1000,S555,2,249,3,4129,1
5558,1006,S525,1,178,5,4369,0
5559,1033,S538,3,148,1,4243,0
5560,1017,S528,1,144,6,5197,1
5561,1006,S553,1,249,2,5572,1
5562,1013,S525,5,128,9,5143,1
5563,1034,S541,4,228,1,5573,0
5564,1012,S522,4,242,10,5559,1
5565,1000,S547,2,272,1,4933,1
5566,1006,S528,1,173,8,4893,0
5567,1046,S553,2,189,7,4329,0
5568,1032,S592,2,245,3,4000,0
5569,1018,S541,1,211,5,5757,1
5570,1018,S597,1,214,1,4391,0
5571,1012,S532,4,215,1,5669,0
5572,1024,S518,1,248,1,5703,0
5573,1018,S536,1,225,2,4284,0
5574,1018,S525,1,120,7,4381,1
5575,1000,S611,2,243,8,4133,1
5576,1007,S522,4,214,10,4794,0
5577,1004,S527,1,144,8,5221,1
5578,1028,S590,1,242,10,5493,1
5579,1044,S529,5,160,3,4648,1
5580,1021,S514,5,139,3,4433,1
5581,1015,S526,1,221,8,5971,0
5582,1001,S514,5,266,7,5712,1
5583,1026,S532,4,140,10,4528,0
5584,1007,S533,4,134,1,5209,1
5585,1031,S553,3,260,7,5738,0
5586,1022,S514,4,261,4,5349,0
5587,1020,S537,2,274,7,4929,0
5588,1013,S516,5,263,3,4020,0
5589,1026,S547,4,189,9,5838,1
5590,1001,S533,5,257,3,5394,0
5591,1025,S664,5,195,1,4482,0
5592,1010,S602,3,201,5,5733,1
5593,1034,S571,4,264,9,5186,0
5594,1032,S561,2,180,10,4024,0
5595,1004,S556,1,220,6,5572,1
5596,1004,S667,1,113,6,5509,1
5597,1037,S660,2,168,9,5684,0
5598,1019,S565,2,251,9,4298,1
5599,1000,S571,2,245,2,4835,1
5600,1026,S618,4,164,1,4365,1
5601,1024,S615,1,232,4,5806,1
5602,1010,S704,3,138,2,5358,0
5603,1000,S558,2,233,3,5740,1
5604,1012,S618,4,150,1,4711,1
5605,1001,S636,5,253,7,5846,0
5606,1009,S618,4,179,5,4061,1
5607,1032,S621,2,135,4,5405,0
5608,1006,S569,1,166,9,5853,1
5609,1012,S675,4,196,5,4342,1
5610,1012,S617,4,238,4,4337,1
5611,1070,S603,2,159,6,4044,0
5612,1001,S567,5,226,3,4208,1
5613,1049,S678,1,182,6,5398,0
5614,1013,S579,5,173,4,5265,1
5615,1047,S585,2,257,5,4130,1
5616,1011,S583,3,223,9,5653,0
5617,1000,S500,2,194,3,5174,0
5618,1005,S577,4,281,10,5675,0
5619,1005,S670,4,236,1,5711,0
5620,1025,S587,5,165,6,4795,1
5621,1037,S622,2,200,8,4222,0
5622,1033,S625,3,168,2,4541,1
5623,1030,S586,3,266,5,5209,0
5624,1006,S581,1,226,1,5576,0
5625,1031,S670,3,143,5,5612,1
5626,1000,S513,2,116,2,5602,1
5627,1012,S668,4,139,9,4446,1
5628,1014,S509,3,248,2,4700,0
5629,1007,S574,4,135,5,5834,0
5630,1012,S509,4,265,9,4106,0
5631,1048,S670,5,175,2,4995,1
5632,1019,S677,2,256,1,4435,1
5633,1012,S639,4,217,3,5925,0
5634,1009,S509,4,203,8,4443,0
5635,1012,S530,4,145,5,5513,0
5636,1019,S522,2,268,9,4215,0
5637,1016,S547,5,206,10,4437,0
5638,1000,S518,2,215,10,4198,1
5639,1004,S529,1,177,5,4382,0
5640,1011,S522,3,183,3,5538,0
5641,1047,S521,2,227,6,4618,0
5642,1015,S516,1,209,1,5057,0
5643,1009,S538,4,193,5,5090,1
5644,1007,S533,4,144,5,4380,1
5645,1000,S539,2,192,3,4130,1
5646,1003,S540,3,247,5,5725,0
5647,1026,S526,4,199,6,5207,0
5648,1027,S672,5,273,10,5756,1
5649,1033,S527,3,232,4,4662,1
5650,1008,S590,5,214,6,5319,0
5651,1024,S534,1,156,10,5086,0
5652,1010,S516,3,200,5,5108,0
5653,1008,S526,5,196,9,4741,1
5654,1011,S514,3,189,7,5830,1
5655,1032,S532,2,266,3,4030,0
5656,1007,S528,4,198,2,5725,1
5657,1001,S539,5,144,2,4978,0
5658,1060,S516,4,217,6,5891,1
5659,1017,S537,1,169,4,4541,0
5660,1015,S544,1,153,1,4608,0
5661,1012,S547,4,152,5,5324,0
5662,1044,S524,5,245,4,4627,0
5663,1019,S539,2,237,2,5277,0
5664,1037,S592,2,266,8,5516,0
5665,1021,S521,5,216,1,4458,1
5666,1005,S544,4,186,4,5501,1
5667,1033,S545,3,280,4,5192,0
5668,1016,S528,5,229,1,4869,0
5669,1019,S553,2,225,3,5529,0
5670,1008,S522,5,149,7,4357,0
5671,1013,S611,5,200,6,4401,1
5672,1000,S592,2,246,1,5815,1
5673,1007,S527,4,150,1,4742,0
5674,1004,S518,1,175,9,5797,0
5675,1013,S536,5,141,10,5775,0
5676,1009,S544,4,102,9,4111,0
5677,1004,S543,1,209,8,4367,0
5678,1065,S516,4,287,6,5282,0
5679,1016,S527,5,212,3,5761,1
5680,1005,S626,4,205,1,5407,0
5681,1024,S642,1,180,10,4200,0
5682,1009,S525,4,229,1,5660,0
5683,1019,S707,2,182,6,4112,1
5684,1004,S516,1,183,4,4789,0
5685,1018,S517,1,212,10,5759,0
5686,1071,S528,3,235,2,4689,0
5687,1025,S554,5,210,9,5081,1
5688,1020,S514,2,111,7,4424,0
5689,1015,S537,1,270,7,5149,0
5690,1007,S592,4,135,4,4684,0
5691,1008,S527,5,143,10,5021,0
5692,1006,S533,1,216,5,5059,0
5693,1018,S534,1,136,10,5308,0
5694,1011,S522,3,145,10,5696,0
5695,1033,S537,3,142,4,5116,1
5696,1019,S516,2,175,7,4874,1
5697,1024,S527,1,183,5,5329,1
5698,1035,S518,1,191,2,4956,1
5699,1005,S553,4,247,9,4157,0
5700,1006,S522,1,170,2,5662,1
5701,1037,S543,2,275,5,5393,1
5702,1026,S592,4,147,8,5882,0
5703,1009,S538,4,188,6,4174,1
5704,1001,S535,5,248,4,5587,0
5705,1006,S553,1,245,8,4594,1
5706,1013,S520,5,164,3,4454,0
5707,1000,S521,2,260,3,4661,1
5708,1012,S516,4,149,9,4605,0
5709,1019,S527,2,174,3,4132,0
5710,1016,S533,5,242,1,5682,1
5711,1018,S529,1,134,7,4933,1
5712,1008,S516,5,189,3,5193,0
5713,1077,S680,5,263,7,5216,1
5714,1000,S551,2,280,8,5858,1
5715,1061,S547,2,258,3,4538,1
5716,1005,S593,4,179,1,5242,1
5717,1017,S554,1,250,10,5306,1
5718,1007,S516,4,212,5,4774,1
5719,1010,S591,3,236,4,4257,1
5720,1079,S612,1,239,6,5023,1
5721,1003,S548,3,305,3,1276,0
5722,1003,S681,3,309,5,1712,0
5723,1003,S644,3,266,8,1983,1
5724,1021,S592,5,233,6,1495,0
5725,1025,S611,5,287,4,1509,1
5726,1020,S682,2,268,7,1274,0
5727,1034,S645,4,290,10,1366,0
5728,1025,S735,5,291,6,1135,0
5729,1044,S664,5,227,3,1687,0
5730,1008,S618,5,175,5,4194,0
5731,1031,S619,3,183,6,5015,0
5732,1050,S567,4,191,4,4243,1
5733,1009,S556,4,247,10,5749,1
5734,1032,S674,2,170,2,4214,1
5735,1016,S573,5,275,7,4619,0
5736,1033,S617,3,147,7,4865,0
5737,1013,S566,5,188,4,4632,0
5738,1006,S565,1,248,6,5281,0
5739,1014,S556,3,245,4,4719,1
5740,1013,S704,5,164,7,4657,0
5741,1018,S647,1,260,9,5886,1
5742,1032,S618,2,149,8,5460,1
5743,1018,S619,1,174,7,4318,1
5744,1006,S617,1,242,2,5825,0
5745,1008,S572,5,134,4,5423,0
5746,1011,S563,3,189,4,4410,0
5747,1077,S702,5,263,9,5991,1
5748,1010,S665,3,280,2,5273,0
5749,1053,S571,4,258,8,5069,0
5750,1018,S511,1,179,5,4129,0
5751,1034,S670,4,250,4,4531,0
5752,1006,S584,1,212,7,5864,0
5753,1009,S622,4,236,10,4347,1
5754,1054,S689,4,239,4,4192,0
5755,1026,S686,4,305,7,1172,1
5756,1015,S697,1,309,6,1866,1
5757,1015,S695,1,266,2,1862,1
5758,1002,S513,2,233,7,1861,0
5759,1015,S580,1,287,4,1579,0
5760,1021,S697,5,268,2,1324,0
5761,1017,S694,1,290,6,1505,1
5762,1069,S723,3,244,10,1913,1
5763,1003,S687,3,245,2,1158,1
5764,1060,S579,4,219,5,1867,0
5765,1033,S669,3,257,4,1358,1
5766,1015,S697,1,250,2,1783,1
5767,1017,S694,1,249,2,1189,1
5768,1050,S577,4,259,2,1627,1
5769,1034,S687,4,266,3,1503,1
5770,1021,S677,5,244,4,1648,1
5771,1070,S622,2,239,7,1934,0
5772,1047,S592,2,270,6,1520,0
5773,1026,S588,4,270,10,1199,1
5774,1021,S672,5,257,1,1957,1
5775,1023,S547,2,243,4,1633,1
5776,1046,S524,2,264,10,1659,1
5777,1022,S534,4,224,6,1049,1
5778,1025,S682,5,304,8,1755,1
5779,1023,S521,2,243,8,1922,0
5780,1003,S682,3,272,5,1355,1
5781,1050,S532,4,269,4,1537,1
5782,1003,S657,3,267,7,1384,0
5783,1017,S613,1,251,2,1679,0
5784,1069,S592,3,249,3,1012,1
5785,1020,S722,2,284,6,1550,1
5786,1049,S516,1,254,3,1880,1
5787,1025,S548,5,269,5,1264,1
5788,1021,S657,5,265,9,1393,0
5789,1030,S554,3,220,6,1830,1
5790,1050,S516,4,217,4,1503,0
5791,1026,S727,4,285,2,1017,1
5792,1049,S514,1,265,3,1514,1
5793,1035,S545,1,240,1,1200,0
5794,1013,S535,5,247,1,5226,0
5795,1022,S554,4,179,8,4615,1
5796,1016,S516,5,142,9,5425,1
5797,1069,S541,3,207,6,4145,0
5798,1018,S544,1,183,7,5849,1
5799,1014,S547,3,167,2,5544,0
5800,1011,S533,3,175,2,5208,0
5801,1001,S553,5,183,8,5881,1
5802,1008,S682,5,176,10,5307,0
5803,1009,S543,4,187,7,5417,0
5804,1008,S516,5,143,8,4142,1
5805,1011,S538,3,136,7,5976,0
5806,1010,S590,3,178,3,5396,1
5807,1012,S529,4,208,6,4983,1
5808,1024,S516,1,171,1,5635,0
5809,1017,S555,1,197,5,4614,0
5810,1004,S525,1,179,7,5814,0
5811,1060,S645,4,197,4,5889,1
5812,1007,S535,4,285,2,4505,1
5813,1049,S613,1,141,9,5113,0
5814,1013,S516,5,274,5,4773,0
5815,1000,S537,2,287,3,4903,1
5816,1011,S514,3,218,4,4198,1
5817,1004,S594,1,213,6,5535,0
5818,1017,S550,1,207,1,5742,0
5819,1025,S534,5,273,7,4064,1
5820,1010,S522,3,185,6,5995,1
5821,1004,S543,1,192,4,5179,0
5822,1012,S516,4,276,3,4306,1
5823,1032,S545,2,229,1,5724,0
5824,1001,S626,5,248,3,5287,1
5825,1005,S642,4,267,2,5204,1
5826,1009,S592,4,272,9,5458,0
5827,1010,S543,3,153,8,5487,0
5828,1002,S516,2,246,7,5056,1
5829,1033,S527,3,261,9,4529,1
5830,1016,S533,5,207,3,5270,1
5831,1018,S536,1,133,8,4634,0
5832,1027,S522,5,269,6,5932,1
5833,1010,S541,3,251,8,5986,1
5834,1020,S592,2,252,3,4956,1
5835,1016,S527,5,135,4,5275,1
5836,1033,S528,3,273,1,4585,0
5837,1019,S539,2,168,3,4653,1
5838,1012,S531,4,233,6,4758,0
5839,1037,S543,2,133,3,4677,1
5840,1025,S612,5,147,10,5164,1
5841,1046,S532,2,249,8,5633,0
5842,1033,S681,3,259,3,4117,1
5843,1000,S539,2,194,10,5171,1
5844,1045,S516,5,134,7,4881,1
5845,1009,S543,4,98,5,4432,0
5846,1018,S525,1,138,10,5612,1
5847,1044,S589,5,193,4,5087,1
5848,1013,S524,5,184,7,4742,0
5849,1009,S529,4,172,7,5098,0
5850,1031,S516,3,248,2,4701,1
5851,1050,S707,4,114,5,5334,1
5852,1016,S520,5,201,2,4657,0
5853,1034,S517,4,206,2,4372,0
5854,1015,S713,1,185,10,5254,1
5855,1019,S542,2,272,5,4972,0
5856,1031,S516,3,266,6,4286,1
5857,1007,S543,4,203,9,5735,0
5858,1036,S592,3,218,2,4823,1
5859,1008,S595,5,279,8,4632,0
5860,1007,S533,4,159,4,4648,1
5861,1011,S534,3,138,5,5687,1
5862,1000,S522,2,224,7,5896,0
5863,1010,S543,3,269,4,4309,0
5864,1014,S514,3,121,4,5231,1
5865,1014,S568,3,134,2,4522,0
5866,1013,S563,5,259,4,5344,1
5867,1007,S660,4,206,8,4093,1
5868,1024,S559,1,209,6,5701,1
5869,1010,S636,3,145,1,5709,0
5870,1032,S659,2,164,8,5717,0
5871,1018,S615,1,133,6,5464,1
5872,1000,S674,2,178,5,5686,0
5873,1031,S558,3,175,3,4200,0
5874,1009,S602,4,242,8,4898,0
